Molecular Weight,C,Compositions,dHex,Hex,HexNAc,NeuAc,GalNAcS,GalS,GlcNAcP,GlcNAcS,NeuGc,Kdn,Fuc,Xyl,NeuAcAc,Water,Adduct/Replacement,Adduct Amount,Peptide Sequence,Peptide Modification,Peptide Missed Cleavage Number,Number of Glycan Attachment to Peptide,Start AA,End AA
2733.9731108487003,0,[0;6;5;2;0;0;0;0;0;0;1;0;0;1],0,6,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3165.1257676837004,0,[0;11;6;0;0;0;0;0;0;0;1;0;0;1],0,11,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2879.0106186137004,0,[0;6;5;3;0;0;0;0;0;0;0;0;0;1],0,6,5,3,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1712.6133020037,0,[0;4;3;1;0;0;0;0;0;0;1;0;0;1],0,4,3,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2222.7830058737,0,[0;5;4;2;0;0;0;0;0;0;0;0;0;1],0,5,4,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1566.5553931337,0,[0;4;3;1;0;0;0;0;0;0;0;0;0;1],0,4,3,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1712.6133020037,0,[0;4;3;1;0;0;0;0;0;0;1;0;0;1],0,4,3,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1558.5390743936996,0,[0;7;2;0;0;0;0;0;0;0;0;0;0;1],0,7,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1712.6133020037,0,[0;4;3;1;0;0;0;0;0;0;1;0;0;1],0,4,3,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1566.5553931337,0,[0;4;3;1;0;0;0;0;0;0;0;0;0;1],0,4,3,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1396.4862508936997,0,[0;6;2;0;0;0;0;0;0;0;0;0;0;1],0,6,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2879.0106186137004,0,[0;6;5;3;0;0;0;0;0;0;0;0;0;1],0,6,5,3,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1722.6452708136999,0,[0;3;6;0;0;0;0;0;0;0;0;0;0;1],0,3,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2071.7825522887,0,[0;3;7;0;0;0;0;0;0;0;1;0;0;1],0,3,7,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1056.3856892637,0,[0;3;2;0;0;0;0;0;0;0;1;0;0;1],0,3,2,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1519.5658982086995,0,[0;3;5;0;0;0;0;0;0;0;0;0;0;1],0,3,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1640.5921726036997,0,[0;5;4;0;0;0;0;0;0;0;0;0;0;1],0,5,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1681.6187217086997,0,[0;4;5;0;0;0;0;0;0;0;0;0;0;1],0,4,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2660.9567324837008,0,[0;5;4;2;0;0;0;0;0;0;3;0;0;1],0,5,4,2,0,0,0,0,0,0,3,0,0,1,/0,0,,,0,0,0,0
1802.6449961037,0,[0;6;4;0;0;0;0;0;0;0;0;0;0;1],0,6,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1802.6449961037,0,[0;6;4;0;0;0;0;0;0;0;0;0;0;1],0,6,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2354.8616501837,0,[0;6;6;0;0;0;0;0;0;0;1;0;0;1],0,6,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1827.6766305787,0,[0;4;5;0;0;0;0;0;0;0;1;0;0;1],0,4,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2733.9731108487003,0,[0;6;5;2;0;0;0;0;0;0;1;0;0;1],0,6,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3044.099493288701,0,[0;9;7;0;0;0;0;0;0;0;1;0;0;1],0,9,7,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
6459.3570035087,0,[0;15;14;1;0;0;0;0;0;0;6;0;0;1],0,15,14,1,0,0,0,0,0,0,6,0,0,1,/0,0,,,0,0,0,0
6750.4524201437,0,[0;15;14;2;0;0;0;0;0;0;6;0;0;1],0,15,14,2,0,0,0,0,0,0,6,0,0,1,/0,0,,,0,0,0,0
6604.3945112737,0,[0;15;14;2;0;0;0;0;0;0;5;0;0;1],0,15,14,2,0,0,0,0,0,0,5,0,0,1,/0,0,,,0,0,0,0
2937.0524834537005,0,[0;6;6;2;0;0;0;0;0;0;1;0;0;1],0,6,6,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1720.5918978936998,0,[0;8;2;0;0;0;0;0;0;0;0;0;0;1],0,8,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1989.7294540787,0,[0;5;5;0;0;0;0;0;0;0;1;0;0;1],0,5,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1884.6980943137,0,[0;4;6;0;0;0;0;0;0;0;0;0;0;1],0,4,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2450.8940129537004,0,[0;3;6;2;0;0;0;0;0;0;1;0;0;1],0,3,6,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1640.5921726036997,0,[0;5;4;0;0;0;0;0;0;0;0;0;0;1],0,5,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1566.5553931337,0,[0;4;3;1;0;0;0;0;0;0;0;0;0;1],0,4,3,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1728.6082166336996,0,[0;5;3;1;0;0;0;0;0;0;0;0;0;1],0,5,3,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2280.8248707137,0,[0;5;5;1;0;0;0;0;0;0;1;0;0;1],0,5,5,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2516.9144736836997,0,[0;7;6;0;0;0;0;0;0;0;1;0;0;1],0,7,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2400.8307440037,0,[0;5;4;0;0;0;0;0;2;0;1;0;0;1],0,5,4,0,0,0,0,0,2,0,1,0,0,1,/0,0,,,0,0,0,0
2297.8401864487005,0,[0;6;5;0;0;0;0;0;0;0;2;0;0;1],0,6,5,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
2937.0524834537005,0,[0;6;6;2;0;0;0;0;0;0;1;0;0;1],0,6,6,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1729.6286177386996,0,[0;5;3;0;0;0;0;0;0;0;2;0;0;1],0,5,3,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
1640.5921726036997,0,[0;5;4;0;0;0;0;0;0;0;0;0;0;1],0,5,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1786.6500814736996,0,[0;5;4;0;0;0;0;0;0;0;1;0;0;1],0,5,4,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1275.4599764987,0,[0;4;3;0;0;0;0;0;0;0;0;0;0;1],0,4,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1599.5656234986996,0,[0;6;3;0;0;0;0;0;0;0;0;0;0;1],0,6,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1583.5707088687,0,[0;5;3;0;0;0;0;0;0;0;1;0;0;1],0,5,3,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1056.3856892637,0,[0;3;2;0;0;0;0;0;0;0;1;0;0;1],0,3,2,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1380.4913362636996,0,[0;5;2;0;0;0;0;0;0;0;1;0;0;1],0,5,2,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3681.296140223701,0,[0;7;6;4;0;0;0;0;0;0;1;0;0;1],0,7,6,4,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3681.296140223701,0,[0;7;6;4;0;0;0;0;0;0;1;0;0;1],0,7,6,4,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3302.184679558701,0,[0;7;7;2;0;0;0;0;0;0;1;0;0;1],0,7,7,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3165.1257676837004,0,[0;11;6;0;0;0;0;0;0;0;1;0;0;1],0,11,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1608.6023433436999,0,[0;3;4;0;0;0;0;0;0;0;2;0;0;1],0,3,4,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
3228.147900088701,0,[0;6;6;3;0;0;0;0;0;0;1;0;0;1],0,6,6,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1973.7345394487,0,[0;4;5;0;0;0;0;0;0;0;2;0;0;1],0,4,5,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
1932.7079903437,0,[0;5;4;0;0;0;0;0;0;0;2;0;0;1],0,5,4,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1558.5390743936996,0,[0;7;2;0;0;0;0;0;0;0;0;0;0;1],0,7,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2046.7509178137,0,[0;5;6;0;0;0;0;0;0;0;0;0;0;1],0,5,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2223.8034069787,0,[0;5;4;1;0;0;0;0;0;0;2;0;0;1],0,5,4,1,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
2313.8351010787,0,[0;7;5;0;0;0;0;0;0;0;1;0;0;1],0,7,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2296.8197853437,0,[0;6;5;1;0;0;0;0;0;0;0;0;0;1],0,6,5,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2077.7454981087,0,[0;5;4;1;0;0;0;0;0;0;1;0;0;1],0,5,4,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2882.0466697887005,0,[0;8;7;0;0;0;0;0;0;0;1;0;0;1],0,8,7,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1396.4862508936997,0,[0;6;2;0;0;0;0;0;0;0;0;0;0;1],0,6,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1884.5745500637,0,[0;3;4;0;2;0;0;0;0;0;0;0;0;1],0,3,4,0,2,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2222.7830058737,0,[0;5;4;2;0;0;0;0;0;0;0;0;0;1],0,5,4,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2370.8565648137,0,[0;7;6;0;0;0;0;0;0;0;0;0;0;1],0,7,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1640.5921726036997,0,[0;5;4;0;0;0;0;0;0;0;0;0;0;1],0,5,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
3681.296140223701,0,[0;7;6;4;0;0;0;0;0;0;1;0;0;1],0,7,6,4,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2879.0106186137004,0,[0;6;5;3;0;0;0;0;0;0;0;0;0;1],0,6,5,3,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1712.6133020037,0,[0;4;3;1;0;0;0;0;0;0;1;0;0;1],0,4,3,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1890.6610401337,0,[0;6;3;1;0;0;0;0;0;0;0;0;0;1],0,6,3,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1705.5618975987,0,[0;4;3;0;1;0;0;0;0;0;1;0;0;1],0,4,3,0,1,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2733.9731108487003,0,[0;6;5;2;0;0;0;0;0;0;1;0;0;1],0,6,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2077.7454981087,0,[0;5;4;1;0;0;0;0;0;0;1;0;0;1],0,5,4,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2793.0353767937004,0,[0;6;6;0;0;0;0;0;0;0;4;0;0;1],0,6,6,0,0,0,0,0,0,0,4,0,0,1,/0,0,,,0,0,0,0
3390.2007235887013,0,[0;7;6;3;0;0;0;0;0;0;1;0;0;1],0,7,6,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2879.0106186137004,0,[0;6;5;3;0;0;0;0;0;0;0;0;0;1],0,6,5,3,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2882.0466697887005,0,[0;8;7;0;0;0;0;0;0;0;1;0;0;1],0,8,7,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2513.8784225087,0,[0;5;4;3;0;0;0;0;0;0;0;0;0;1],0,5,4,3,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2030.7560031837,0,[0;4;6;0;0;0;0;0;0;0;1;0;0;1],0,4,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2192.8088266837,0,[0;5;6;0;0;0;0;0;0;0;1;0;0;1],0,5,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1884.5745500637,0,[0;3;4;0;2;0;0;0;0;0;0;0;0;1],0,3,4,0,2,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1600.5305378336996,0,[0;3;4;0;1;0;0;0;0;0;0;0;0;1],0,3,4,0,1,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1721.5568122286998,0,[0;5;3;0;1;0;0;0;0;0;0;0;0;1],0,5,3,0,1,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1882.6447213936997,0,[0;9;2;0;0;0;0;0;0;0;0;0;0;1],0,9,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1949.6678193087,0,[0;3;5;0;1;0;0;0;0;0;1;0;0;1],0,3,5,0,1,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1720.5918978936998,0,[0;8;2;0;0;0;0;0;0;0;0;0;0;1],0,8,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2030.7560031837,0,[0;4;6;0;0;0;0;0;0;0;1;0;0;1],0,4,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1868.7031796837,0,[0;3;6;0;0;0;0;0;0;0;1;0;0;1],0,3,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1396.4862508936997,0,[0;6;2;0;0;0;0;0;0;0;0;0;0;1],0,6,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1234.4334273936995,0,[0;5;2;0;0;0;0;0;0;0;0;0;0;1],0,5,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2879.0106186137004,0,[0;6;5;3;0;0;0;0;0;0;0;0;0;1],0,6,5,3,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2313.8351010787,0,[0;7;5;0;0;0;0;0;0;0;1;0;0;1],0,7,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2206.7503683937,0,[0;11;2;0;0;0;0;0;0;0;0;0;0;1],0,11,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2368.8409147437,0,[0;5;4;2;0;0;0;0;0;0;1;0;0;1],0,5,4,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3101.146109163701,0,[0;7;6;0;0;0;0;0;0;0;5;0;0;1],0,7,6,0,0,0,0,0,0,0,5,0,0,1,/0,0,,,0,0,0,0
3170.106035248701,0,[0;6;5;4;0;0;0;0;0;0;0;0;0;1],0,6,5,4,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
3170.106035248701,0,[0;6;5;4;0;0;0;0;0;0;0;0;0;1],0,6,5,4,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2077.7454981087,0,[0;5;4;1;0;0;0;0;0;0;1;0;0;1],0,5,4,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1915.6926746087,0,[0;4;4;1;0;0;0;0;0;0;1;0;0;1],0,4,4,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2077.7454981087,0,[0;5;4;1;0;0;0;0;0;0;1;0;0;1],0,5,4,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
