Molecular Weight,C,Compositions,dHex,Hex,HexNAc,NeuAc,GalNAcS,GalS,GlcNAcP,GlcNAcS,NeuGc,Kdn,Fuc,Xyl,NeuAcAc,Water,Adduct/Replacement,Adduct Amount,Peptide Sequence,Peptide Modification,Peptide Missed Cleavage Number,Number of Glycan Attachment to Peptide,Start AA,End AA
2297.8401864487,0,[0;6;5;0;0;0;0;0;0;0;2;0;0;1],0,6,5,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
2151.7822775787,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2368.8409147437,0,[0;5;4;2;0;0;0;0;0;0;1;0;0;1],0,5,4,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2151.7822775787,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2660.9567324837008,0,[0;5;4;2;0;0;0;0;0;0;3;0;0;1],0,5,4,2,0,0,0,0,0,0,3,0,0,1,/0,0,,,0,0,0,0
3423.2109539537014,0,[0;9;6;2;0;0;0;0;0;0;1;0;0;1],0,9,6,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3294.1683608187013,0,[0;10;6;1;0;0;0;0;0;0;1;0;0;1],0,10,6,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2896.0259343487005,0,[0;7;5;2;0;0;0;0;0;0;1;0;0;1],0,7,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2587.9152019786998,0,[0;6;5;2;0;0;0;0;0;0;0;0;0;1],0,6,5,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
3520.2637178287014,0,[0;6;6;3;0;0;0;0;0;0;3;0;0;1],0,6,6,3,0,0,0,0,0,0,3,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2370.8565648137,0,[0;7;6;0;0;0;0;0;0;0;0;0;0;1],0,7,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2151.7822775787,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2151.7822775786994,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1519.5658982086995,0,[0;3;5;0;0;0;0;0;0;0;0;0;0;1],0,3,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2152.7471919137,0,[0;3;6;0;1;0;0;0;0;0;1;0;0;1],0,3,6,0,1,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1259.4650618686999,0,[0;3;3;0;0;0;0;0;0;0;1;0;0;1],0,3,3,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1827.6766305787,0,[0;4;5;0;0;0;0;0;0;0;1;0;0;1],0,4,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1972.7141383437,0,[0;4;5;1;0;0;0;0;0;0;0;0;0;1],0,4,5,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1827.6766305787,0,[0;4;5;0;0;0;0;0;0;0;1;0;0;1],0,4,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1681.6187217087,0,[0;4;5;0;0;0;0;0;0;0;0;0;0;1],0,4,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1113.4071529987,0,[0;3;3;0;0;0;0;0;0;0;0;0;0;1],0,3,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2733.9731108487003,0,[0;6;5;2;0;0;0;0;0;0;1;0;0;1],0,6,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2014.7610885537,0,[0;3;6;0;0;0;0;0;0;0;2;0;0;1],0,3,6,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
1932.7079903437,0,[0;5;4;0;0;0;0;0;0;0;2;0;0;1],0,5,4,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
2014.7610885537,0,[0;3;6;0;0;0;0;0;0;0;2;0;0;1],0,3,6,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
2587.9152019786998,0,[0;6;5;2;0;0;0;0;0;0;0;0;0;1],0,6,5,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2030.7560031837,0,[0;4;6;0;0;0;0;0;0;0;1;0;0;1],0,4,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2222.7830058737,0,[0;5;4;2;0;0;0;0;0;0;0;0;0;1],0,5,4,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1786.6500814736996,0,[0;5;4;0;0;0;0;0;0;0;1;0;0;1],0,5,4,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1681.6187217087,0,[0;4;5;0;0;0;0;0;0;0;0;0;0;1],0,4,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1599.5656234986996,0,[0;6;3;0;0;0;0;0;0;0;0;0;0;1],0,6,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1421.5178853686996,0,[0;4;3;0;0;0;0;0;0;0;1;0;0;1],0,4,3,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1681.6187217086997,0,[0;4;5;0;0;0;0;0;0;0;0;0;0;1],0,4,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1113.4071529987,0,[0;3;3;0;0;0;0;0;0;0;0;0;0;1],0,3,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1396.4862508936997,0,[0;6;2;0;0;0;0;0;0;0;0;0;0;1],0,6,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2587.9152019786998,0,[0;6;5;2;0;0;0;0;0;0;0;0;0;1],0,6,5,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1624.5972579737,0,[0;4;4;0;0;0;0;0;0;0;1;0;0;1],0,4,4,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1567.5757942387,0,[0;4;3;0;0;0;0;0;0;0;2;0;0;1],0,4,3,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
1072.3806038936998,0,[0;4;2;0;0;0;0;0;0;0;0;0;0;1],0,4,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2733.9731108487003,0,[0;6;5;2;0;0;0;0;0;0;1;0;0;1],0,6,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2733.9731108487003,0,[0;6;5;2;0;0;0;0;0;0;1;0;0;1],0,6,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2167.7771922086995,0,[0;7;5;0;0;0;0;0;0;0;0;0;0;1],0,7,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2151.7822775786994,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2208.8037413137,0,[0;6;6;0;0;0;0;0;0;0;0;0;0;1],0,6,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1964.6978196037,0,[0;7;4;0;0;0;0;0;0;0;0;0;0;1],0,7,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1056.3856892637,0,[0;3;2;0;0;0;0;0;0;0;1;0;0;1],0,3,2,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2046.7509178136997,0,[0;5;6;0;0;0;0;0;0;0;0;0;0;1],0,5,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1786.6500814736999,0,[0;5;4;0;0;0;0;0;0;0;1;0;0;1],0,5,4,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1720.5918978936998,0,[0;8;2;0;0;0;0;0;0;0;0;0;0;1],0,8,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1720.5918978936998,0,[0;8;2;0;0;0;0;0;0;0;0;0;0;1],0,8,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2516.914473683701,0,[0;7;6;0;0;0;0;0;0;0;1;0;0;1],0,7,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2516.914473683701,0,[0;7;6;0;0;0;0;0;0;0;1;0;0;1],0,7,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2984.041978378701,0,[0;7;4;3;0;0;0;0;0;0;1;0;0;1],0,7,4,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2313.8351010787,0,[0;7;5;0;0;0;0;0;0;0;1;0;0;1],0,7,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1989.7294540787,0,[0;5;5;0;0;0;0;0;0;0;1;0;0;1],0,5,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2384.8358293737,0,[0;5;4;1;0;0;0;0;1;0;1;0;0;1],0,5,4,1,0,0,0,0,1,0,1,0,0,1,/0,0,,,0,0,0,0
3057.0583567436997,0,[0;6;5;1;0;0;0;0;2;0;1;0;0;1],0,6,5,1,0,0,0,0,2,0,1,0,0,1,/0,0,,,0,0,0,0
3057.0583567436997,0,[0;6;5;1;0;0;0;0;2;0;1;0;0;1],0,6,5,1,0,0,0,0,2,0,1,0,0,1,/0,0,,,0,0,0,0
3041.063442113701,0,[0;6;5;2;0;0;0;0;1;0;1;0;0;1],0,6,5,2,0,0,0,0,1,0,1,0,0,1,/0,0,,,0,0,0,0
3170.106035248701,0,[0;6;5;4;0;0;0;0;0;0;0;0;0;1],0,6,5,4,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2516.9144736836997,0,[0;7;6;0;0;0;0;0;0;0;1;0;0;1],0,7,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2264.8299560837,0,[0;4;5;1;0;0;0;0;0;0;2;0;0;1],0,4,5,1,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
2030.6324589337,0,[0;3;4;0;2;0;0;0;0;0;1;0;0;1],0,3,4,0,2,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2402.8160594437,0,[0;4;5;1;1;0;0;0;0;0;1;0;0;1],0,4,5,1,1,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2313.8351010787,0,[0;7;5;0;0;0;0;0;0;0;1;0;0;1],0,7,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1558.5390743936996,0,[0;7;2;0;0;0;0;0;0;0;0;0;0;1],0,7,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2516.9144736836997,0,[0;7;6;0;0;0;0;0;0;0;1;0;0;1],0,7,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1113.4071529987,0,[0;3;3;0;0;0;0;0;0;0;0;0;0;1],0,3,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1681.6187217086997,0,[0;4;5;0;0;0;0;0;0;0;0;0;0;1],0,4,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1769.6347657387,0,[0;4;4;1;0;0;0;0;0;0;0;0;0;1],0,4,4,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
3755.332919693701,0,[0;8;7;3;0;0;0;0;0;0;1;0;0;1],0,8,7,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
4120.465115798701,0,[0;9;8;3;0;0;0;0;0;0;1;0;0;1],0,9,8,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3390.2007235887013,0,[0;7;6;3;0;0;0;0;0;0;1;0;0;1],0,7,6,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3390.2007235887013,0,[0;7;6;3;0;0;0;0;0;0;1;0;0;1],0,7,6,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1665.6238070786999,0,[0;3;5;0;0;0;0;0;0;0;1;0;0;1],0,3,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1843.6715452086999,0,[0;5;5;0;0;0;0;0;0;0;0;0;0;1],0,5,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
3755.332919693701,0,[0;8;7;3;0;0;0;0;0;0;1;0;0;1],0,8,7,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3755.332919693701,0,[0;8;7;3;0;0;0;0;0;0;1;0;0;1],0,8,7,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2280.8248707137,0,[0;5;5;1;0;0;0;0;0;0;1;0;0;1],0,5,5,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2425.8623784787,0,[0;5;5;2;0;0;0;0;0;0;0;0;0;1],0,5,5,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1915.6926746087,0,[0;4;4;1;0;0;0;0;0;0;1;0;0;1],0,4,4,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2296.8197853437,0,[0;6;5;1;0;0;0;0;0;0;0;0;0;1],0,6,5,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2263.8095549787,0,[0;4;5;2;0;0;0;0;0;0;0;0;0;1],0,4,5,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
3612.311061998701,0,[0;10;9;0;0;0;0;0;0;0;1;0;0;1],0,10,9,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2263.8095549787,0,[0;4;5;2;0;0;0;0;0;0;0;0;0;1],0,4,5,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2151.7822775787,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2238.7779205037,0,[0;5;4;1;0;0;0;0;1;0;0;0;0;1],0,5,4,1,0,0,0,0,1,0,0,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1786.6500814736999,0,[0;5;4;0;0;0;0;0;0;0;1;0;0;1],0,5,4,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1786.6500814736996,0,[0;5;4;0;0;0;0;0;0;0;1;0;0;1],0,5,4,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1931.6875892387,0,[0;5;4;1;0;0;0;0;0;0;0;0;0;1],0,5,4,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1380.4913362636996,0,[0;5;2;0;0;0;0;0;0;0;1;0;0;1],0,5,2,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1478.5393491037,0,[0;4;4;0;0;0;0;0;0;0;0;0;0;1],0,4,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1478.5393491036996,0,[0;4;4;0;0;0;0;0;0;0;0;0;0;1],0,4,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1275.4599764987,0,[0;4;3;0;0;0;0;0;0;0;0;0;0;1],0,4,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1316.4865256036999,0,[0;3;4;0;0;0;0;0;0;0;0;0;0;1],0,3,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1113.4071529987,0,[0;3;3;0;0;0;0;0;0;0;0;0;0;1],0,3,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1275.4599764987,0,[0;4;3;0;0;0;0;0;0;0;0;0;0;1],0,4,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1113.4071529987,0,[0;3;3;0;0;0;0;0;0;0;0;0;0;1],0,3,3,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
3423.2109539537014,0,[0;9;6;2;0;0;0;0;0;0;1;0;0;1],0,9,6,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2896.0259343487005,0,[0;7;5;2;0;0;0;0;0;0;1;0;0;1],0,7,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3165.1257676837004,0,[0;11;6;0;0;0;0;0;0;0;1;0;0;1],0,11,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2264.7935705737,0,[0;5;4;1;0;0;0;0;0;0;0;0;1;1],0,5,4,1,0,0,0,0,0,0,0,0,1,1,/0,0,,,0,0,0,0
2402.8160594437,0,[0;4;5;1;1;0;0;0;0;0;1;0;0;1],0,4,5,1,1,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3246.183616928701,0,[0;7;6;1;0;0;0;0;0;0;4;0;0;1],0,7,6,1,0,0,0,0,0,0,4,0,0,1,/0,0,,,0,0,0,0
1566.5553931337,0,[0;4;3;1;0;0;0;0;0;0;0;0;0;1],0,4,3,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2733.9731108487003,0,[0;6;5;2;0;0;0;0;0;0;1;0;0;1],0,6,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2151.7822775786994,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3025.068527483701,0,[0;6;5;3;0;0;0;0;0;0;1;0;0;1],0,6,5,3,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1665.6238070787006,0,[0;3;5;0;0;0;0;0;0;0;1;0;0;1],0,3,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2733.9731108487003,0,[0;6;5;2;0;0;0;0;0;0;1;0;0;1],0,6,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1827.6766305787,0,[0;4;5;0;0;0;0;0;0;0;1;0;0;1],0,4,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1827.6766305787,0,[0;4;5;0;0;0;0;0;0;0;1;0;0;1],0,4,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2135.7873629487,0,[0;5;5;0;0;0;0;0;0;0;2;0;0;1],0,5,5,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
1640.5921726036997,0,[0;5;4;0;0;0;0;0;0;0;0;0;0;1],0,5,4,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2305.8565051887003,0,[0;3;6;1;0;0;0;0;0;0;2;0;0;1],0,3,6,1,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
2118.7720472137,0,[0;4;5;1;0;0;0;0;0;0;1;0;0;1],0,4,5,1,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2030.7560031837,0,[0;4;6;0;0;0;0;0;0;0;1;0;0;1],0,4,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2030.7560031837,0,[0;4;6;0;0;0;0;0;0;0;1;0;0;1],0,4,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2192.8088266837,0,[0;5;6;0;0;0;0;0;0;0;1;0;0;1],0,5,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2354.8616501837,0,[0;6;6;0;0;0;0;0;0;0;1;0;0;1],0,6,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2192.8088266837008,0,[0;5;6;0;0;0;0;0;0;0;1;0;0;1],0,5,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2354.8616501837,0,[0;6;6;0;0;0;0;0;0;0;1;0;0;1],0,6,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1665.6238070786999,0,[0;3;5;0;0;0;0;0;0;0;1;0;0;1],0,3,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2516.9144736836997,0,[0;7;6;0;0;0;0;0;0;0;1;0;0;1],0,7,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2425.8623784787,0,[0;5;5;2;0;0;0;0;0;0;0;0;0;1],0,5,5,2,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
3302.184679558701,0,[0;7;7;2;0;0;0;0;0;0;1;0;0;1],0,7,7,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2071.7825522887,0,[0;3;7;0;0;0;0;0;0;0;1;0;0;1],0,3,7,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1868.7031796837,0,[0;3;6;0;0;0;0;0;0;0;1;0;0;1],0,3,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2192.8088266837,0,[0;5;6;0;0;0;0;0;0;0;1;0;0;1],0,5,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2071.7825522887,0,[0;3;7;0;0;0;0;0;0;0;1;0;0;1],0,3,7,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2274.8619248937,0,[0;3;8;0;0;0;0;0;0;0;1;0;0;1],0,3,8,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2233.8353757887,0,[0;4;7;0;0;0;0;0;0;0;1;0;0;1],0,4,7,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2046.7509178137,0,[0;5;6;0;0;0;0;0;0;0;0;0;0;1],0,5,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2087.7774669187,0,[0;4;7;0;0;0;0;0;0;0;0;0;0;1],0,4,7,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1868.7031796837,0,[0;3;6;0;0;0;0;0;0;0;1;0;0;1],0,3,6,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
1884.6980943137,0,[0;4;6;0;0;0;0;0;0;0;0;0;0;1],0,4,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2005.7243687087,0,[0;6;5;0;0;0;0;0;0;0;0;0;0;1],0,6,5,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1380.4913362636996,0,[0;5;2;0;0;0;0;0;0;0;1;0;0;1],0,5,2,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2264.7935705737,0,[0;5;4;1;0;0;0;0;0;0;0;0;1;1],0,5,4,1,0,0,0,0,0,0,0,0,1,1,/0,0,,,0,0,0,0
2151.7822775787,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2368.8031918936995,0,[0;12;2;0;0;0;0;0;0;0;0;0;0;1],0,12,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
1234.4334273936995,0,[0;5;2;0;0;0;0;0;0;0;0;0;0;1],0,5,2,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2281.8452718187,0,[0;5;5;0;0;0;0;0;0;0;3;0;0;1],0,5,5,0,0,0,0,0,0,0,3,0,0,1,/0,0,,,0,0,0,0
1665.6238070786999,0,[0;3;5;0;0;0;0;0;0;0;1;0;0;1],0,3,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2135.7873629487,0,[0;5;5;0;0;0;0;0;0;0;2;0;0;1],0,5,5,0,0,0,0,0,0,0,2,0,0,1,/0,0,,,0,0,0,0
2151.7822775787,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2296.8197853437,0,[0;6;5;1;0;0;0;0;0;0;0;0;0;1],0,6,5,1,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2571.9202873486997,0,[0;5;5;2;0;0;0;0;0;0;1;0;0;1],0,5,5,2,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
3723.306704923701,0,[0;7;6;3;0;0;0;0;0;0;1;0;1;1],0,7,6,3,0,0,0,0,0,0,1,0,1,1,/0,0,,,0,0,0,0
2264.7935705737,0,[0;5;4;1;0;0;0;0;0;0;0;0;1;1],0,5,4,1,0,0,0,0,0,0,0,0,1,1,/0,0,,,0,0,0,0
2306.8041352737,0,[0;5;4;0;0;0;0;0;0;0;0;0;2;1],0,5,4,0,0,0,0,0,0,0,0,0,2,1,/0,0,,,0,0,0,0
1884.5745500637,0,[0;3;4;0;2;0;0;0;0;0;0;0;0;1],0,3,4,0,2,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2151.7822775787004,0,[0;6;5;0;0;0;0;0;0;0;1;0;0;1],0,6,5,0,0,0,0,0,0,0,1,0,0,1,/0,0,,,0,0,0,0
2370.8565648137,0,[0;7;6;0;0;0;0;0;0;0;0;0;0;1],0,7,6,0,0,0,0,0,0,0,0,0,0,1,/0,0,,,0,0,0,0
2119.7924483187,0,[0;4;5;0;0;0;0;0;0;0;3;0;0;1],0,4,5,0,0,0,0,0,0,0,3,0,0,1,/0,0,,,0,0,0,0
